教务系统,http://sso.jwc.whut.edu.cn/Certification/login.do
哔哩哔哩,www.bilibili.com
小雅,https://whut.ai-augmented.com/user/login?redirectUrl=https%3A%2F%2Fwhut.ai-augmented.com%2Fapp%2Fjx-web%2Fmycourse
